product_id,product_name,category,price,stock_status
76,"Sterilite 17631706 27 Quart/26 Liter ClearView Latch Box, Clear with Sweet Plum Latches, 6-Pack",Home Storage & Organization,45.99,In Stock
77,Dan&Darci Soap Making Kit for Kids - Crafts Science Toys - Birthday Gifts for Girls and Boys Age 6-12 Years Old Girl DIY - Best Educational Activity Gift,Toys & Games,14.99,In Stock
78,Standard Skateboards Gift 31 Inch Complete Skateboard Wood 9 Layer Canadian Maple Trick Skate Boards for Boys Girls Youth Teens Beginner,"Tricycles, Scooters & Wagons",39.99,In Stock
79,FastCap KISS DB Index 1/16-inch - 1/2-inch Color-Coded 32 Drill Bit Slot Index,Cutting Tools,40.16,In Stock
80,Nishine 2 pieces Baby Girls Crown Headband Princess Tiara Headdress Set Toddler Elastic Head Band (Gold/Silver),Baby Care Products,9.99,In Stock
81,Todder Girl Playwear Dress Playwear Party Princess Dress,Girls' Clothing,9.99,In Stock
82,"Kitchen Knife, 3-Pcs Knife Set With Sheath, 8 Inch Chef Knife, 4.5 Inch Utility Knife, 4 Inch Paring Chef Knife, Stainless Steel, Black",Industrial & Scientific,7.67,In Stock
83,"4PCS LED Car Wheel Tire Valve Caps Lights, Neon Spoke Flash Light Bulb for Bike Motorcycle, Waterproof Motion Sensors Led Lamp with 10 Extra Battery, Auto Accessories for Most Cars (Multicolour)",Automotive Tires & Wheels,9.99,Out of Stock
84,"Diaper Bag Backpack with Changing Station, Multifunction Baby Bag with Portable Changing Pad Suitable for Baby Registry Search Shower Gifts (Gray)",Baby Travel Gear,35.99,Out of Stock
85,"4.0ct Elongated Pear Shaped Engagement Ring for Women,18K Gold Plated 925 Sterling Silver Simulated Diamond Promise Ring",Women's Jewelry,59,In Stock
86,"6 Pack Linkable LED Shop Light for Garage, Utility Light Fixture, 5000K Daylight LED Workbench Light W/Plug, Hanging or Surface Mount, LED Shop Lights with Pull Chain (6PK)",Lighting & Ceiling Fans,57.99,In Stock
87,Body Camera Small Body Video Cam 32GB 1080P 8 Hours Recording Time Personal Pocket Wearable Video Camera Sport DV Camera,Safety & Security,44.99,In Stock
88,"Kleenex Trusted Care Everyday Facial Tissues, Cube Box, 55 Count (Pack of 27)",Janitorial & Sanitation Supplies,39.99,In Stock
89,"Uniden R3 EXTREME LONG RANGE Laser/Radar Detector, Record Shattering Performance, Built-in GPS w/ Mute Memory, Voice Alerts, Red Light & Speed Camera Alerts, Multi-Color OLED Display , Black",Vehicle Electronics,290.27,In Stock
90,"25W Samsung Super Fast Charger Type C, SCRUAK 2Pack S23 Ultra Charger PD/PPS USB C Super Fast Charging Block&10FT Type C Cord for Samsung Galaxy S23/S23+/S23 Ultra/S22/S22+/S22 Ultra/S21/S20/Note 20",Portable Audio & Video,16.99,Out of Stock
91,"The Perfect Chess Set Classic Heavyweight Edition - Tournament Chess Set for Kids & Adults - with Two 20” x 20” Silicone Boards, Triple Weighted Staunton Pieces, Carry Box & Bags",Games & Accessories,39.98,In Stock
92,"Accessories Nylon Across Body Bag, Black",Laptop Bags,79.43,In Stock
93,"Rubber Squeegee Broom for Floor - RONSUNG Multifunction Scraping Silicone Broom Sweeper, Squeeze Broom Sweeping Water, Fine Dust Remover, Cleaning Pet Hair, Glass Windows",Household Cleaning Supplies,16.99,Out of Stock
94,"4 Pcs 608ZZ Deep Groove Ball Bearing,8x22x7mm Low Speed Miniature Ball Bearing,Double Galvanized Iron Cover Bearings for Electric Motor, Wheels, Home Appliances, Garden Machinery Bettomshin",Power Transmission Products,6.99,Out of Stock
95,"DUDE Wipes - Flushable Wipes - 2 Pack, 96 Wipes - Unscented Extra-Large Adult Wet Wipes",Janitorial & Sanitation Supplies,6.68,In Stock
96,Jerusalem Red Crystal Beads Catholic Rosary Necklace in Gift Box,Boys' Jewelry,9.99,In Stock
97,"Construction Paper (600 Sheets), Construction Paper Bulk, 9 x 12 Construction Paper Assorted Colors, Construction Paper for Kids, Color Art Paper, 600 Sheets Per Pack, 1 Pack (600)",Craft Supplies & Materials,31.99,In Stock
98,"White Round Coasters,10 Pcs 4 Inch Sublimation Blank Coasters for Office Home Bar Thanksgiving Christmas Crafts Painting Heat Press Picture Logo",Printmaking Supplies,11.99,In Stock
99,Carreuty Baby Tissue Box Toys for Babies 6 to 12 Months Montessori Toys for Toddlers Sensory Baby Toy Magic Kids Tissue Box Toy Development Toy 12 PCS for Baby Girl Boy Finger Toy,Child Safety Car Seats & Accessories,9.99,Out of Stock
100,"Rainbow Tie Dye Spandex Fabric 4 Way Stretch for Sewing Swimsuit Activewear 66"" Wide (Pre-Cut 1 Yard)",Craft & Hobby Fabric,14.98,In Stock
101,"Men's Convert Hybrid Duffel, Black, One Size",Travel Duffel Bags,33.21,In Stock
102,25CM/9.8IN Murder Plush Cute N Plush Doll Uzi Cartoon Animation Character Plushie (25CM/9.8IN),Stuffed Animals & Plush Toys,15.99,In Stock
103,Dorman 1611231 Passenger Side Tail Light Assembly Compatible with Select Dodge Models,"Lights, Bulbs & Indicators",34.06,In Stock
104,16mm x 25mm Black Replacement Watch Band Strap,Men's Watches,18.99,In Stock
105,"Kids Girls Jumpsters 2.0-Blurred Dream Sneaker, Pink/Multi, 2 Little Kid",Girls' Shoes,40.36,In Stock
106,Transducer Extension Cable,Vehicle Electronics,42.97,In Stock
107,"2 in 1 Car Seat Cover, Baby Carseat Cover Breathable Car Seat Cover for Newborn & Infant Car Seat Cover with Privacy Sun Shade Carseat Canopy for Boys & Girls (Pink)…",Baby Travel Gear,14.99,In Stock
108,"Avantree Convenient Table Top Charging Stand for Aria Series Headphones - Aria Me S, Aria Me, Aria Podio, Aria 8090T Over Ear Headphones",Headphones & Earbuds,39.99,In Stock
109,"GE Lighting Relax LED Light Bulbs, 40 Watt Eqv, Soft White HD Light, Decorative Bulbs, Small Base, Frosted (4 Bulbs)",Light Bulbs,18.99,Out of Stock
110,"End Rail Clamp 1-3/8"" x 1-3/8"", Chain Link Fence T Clamp, Galvanized Steel End Clamp for 1-3/8"" OD Pipe, 2 PCS, Bolts & Nuts Included",Pumps & Plumbing Equipment,9.99,In Stock
111,"ISDB T Digital USB 2.0 TV Receiver, Mini Portable TV Stick Tuner Receiver Video Recorder for Laptop PC",Computer External Components,19.3,In Stock
112,"Boys' & Mens Short Sleeve Button Down Oxford Shirts,Kids Summer Uniform Dress Shirt Tops 2T - XXL",Boys' Clothing,17.99,Out of Stock
113,"DEVASO Battery Pack for Meta Quest Pro, 6000mAh Portable Mini Battery Pack Replacement for Extra 3 Hours Playtime, Lightweight Design and Counter Balance with Improved Comfort",Wearable Technology,44.99,Out of Stock
114,"TL TOOLEGIN Push to Connect Fittings 1/4"" Tube OD x 1/8"" NPT Male Air Line Fittings Air Hose Fittings Pneumatic Fittings DOT Air Fittings Air Compressor Quick Connect Fittings 5pcs Brake Line Fittings","Hydraulics, Pneumatics & Plumbing",17.99,Out of Stock
115,"Women's Mule Toe Capper No Show Socks, 6-Pairs, Nude, Shoe Size: 5-10",Women's Shoes,11.42,In Stock
116,"DIY 5D Diamond Painting Kit, Round Full Drill Embroidery Cross Stitch Arts Craft Canvas Supply for Home Wall Decor Adults and Kids 13.77""x11.81""",Needlework Supplies,14.99,In Stock
117,"Hello Kitty Calculator, Xinyu Lighting Creative and Cute Solar Calculator, 12-Digit LCD Display, Suitable for Adults and Children, Solar and Battery Powered (White Jewel Model)",Office Electronics,9.99,Out of Stock
118,LED Lights Kit for Lego Marvel I am Groot 76217 - Lights Set Compatible with Lego 76217 Set -Classic Version (Lights Kit Without Model),Building Toys,28.99,In Stock
119,"Hexgears X5pro Wireless Mechanical Gaming Keyboard, 108 Key Low Profile Wired Keyboard, Compatible with Windows and Mac OS Systems (Blackwhite)",Mac Games & Accessories,119.99,Out of Stock
120,Baby Boys Button Down Shirts Hawaiian Cartoon Print Slim-Fit Short Sleeve Cool Dress Shirt Cute Top for Kids,Boys' Clothing,6.99,Out of Stock
121,Milwaukee 48-22-8337 Packout Shop Storage Roll Holder,Home Storage & Organization,0,In Stock
122,"Repgfor Baby Scale/Baby Scales for Weighing/Toddler Scale/ Pet Scale/Baby Weight Scale，Tare and Hold Function，Suitable for Babies, Infants, Adults, Pets, Puppies, Cats, Dogs",Baby Care Products,31.99,In Stock
123,Women's Chukka Boots,Women's Shoes,129.72,In Stock
124,"Woolzies Laundry Essential Oil Linen Spray Set | Use with Wool Dryer Balls, Face, & Body, Natural Room Mist | Includes Petal Fresh, Still Breeze, Citrus Clean 50 ML",Wellness & Relaxation Products,19.99,In Stock
125,"ARP 653-1500 Black Oxide 7/16-14"" RH Thread 1.500"" UHL 6-Point Bolt with 7/16"" Socket and Washer, (Set of 5)",Automotive Performance Parts & Accessories,24.65,Out of Stock
126,"Essential Oxygen Plus Peppermint Brushing Rinse, 16 Ounce - 2 per case.",Beauty & Personal Care,27.6,In Stock
127,"Solid 14k Yellow Gold Hypoallergenic AAA Cubic Zirconia Solitaire Screw Back Stud Earrings Secure Screw On Backs, 3mm-7mm",Women's Jewelry,23.99,Out of Stock
128,"Large Capacity Travel Cosmetic Bag,Leather Multifunctional Storage, with Handle and Divider Travel Cosmetic Bags for Women,Opens Flat for Easy Access,Waterproof Portable Makeup Bag (pink)",Travel Accessories,9.98,In Stock
129,"Door Silencer Quiet Door Closer Cushion, Padded Door Latch Cover for Nursery, Baby, Light Sleepers Noise Reduced Prevent from Locking for Toddler Safety - 4 x 3 inch, Natural Colored, Pack-3",Baby Safety Products,11.95,In Stock
130,"(Pack of 2) 5/16"" G80 Logging Chain Choker Hook with 2 Tons 4400 Lbs Working Load Limit",Material Handling Products,17.96,In Stock
131,"4G LTE Router [Detachable Antennas Version], Modem with SIM Card Slot Unlocked, Mobile Hotspot Support AT&T and T-Mobile, 2-Antenna Wireless Wi-Fi Router",Computer Networking,129.99,In Stock
132,"FONHCOO Blue Light Blocking Glasses Women Men Computer Eyeglasses,TR90 Fashion Round Transparent Anti Blue Light Glasses with Anti Eyestrain & UV Glare for Gaming & Reading (Flesh Pink)",Vision Products,15.99,In Stock
133,"Rock Doctor Natural Tile Grout Cleaner for Grease, Dirt, Oil, and Soap Scum, Heavy Duty Non-Abrasive Floor Cleaner, Glazed or Unglazed Support, Natural Formula, Pack of 1",Building Supplies,18.88,In Stock
134,"Moread HDMI to VGA, Gold-Plated HDMI to VGA Adapter (Male to Female) for Computer, Desktop, Laptop, PC, Monitor, Projector, HDTV, Chromebook, Raspberry Pi, Roku, Xbox and More - Black",Computers,7.99,In Stock
135,"Fosmon 24 Hour Programmable Digital Timer Outlet (2 Pack), ON/Off Program, LCD Display, Mini Indoor Single Plug-in Outlet Timer, 125V 15A for Seasonal Light, Lamp, Heater, Portable Fan, Aquarium",Electrical Equipment,11.99,Out of Stock
136,"26 PCS Army Men Helicopter Carrier Toys, Military Soldier Action Figures, Combat Truck, Motorcycle, Jumbo Transport Aircraft with Lights & Sound, Weapons Accessories Playset for Kids Boys",Toys & Games,42.95,In Stock
137,"VTech Brilliant Baby Laptop, Red",Toys & Games,20.04,In Stock
138,Microfiber car Drying Towels Car Detailing Cleaning Waxing Buffing Towel Super Absorbent 380GSM 16 Inch X 22 Inch 3 Pack Grey,Car Care,18.99,In Stock
139,"HTTMT- Potty Training Toilet with Life-Like Flush Button & Sound for Toddlers Kids, White (Center Push Flushing) [P/N: ET-BABY004-WHITE]",Toilet Training Products,45.29,In Stock
140,CURT 28911 Replacement Boat Trailer Jack Mounting Bars,RV Parts & Accessories,6.31,In Stock
141,Disposable Rain Ponchos 8 Pack Emergency Poncho Family Pack Clear Rain Jacket with Hood Thickened Lightweight Rain Ponchos for Kids Adults Men Women One Size Fits All,Automotive Paint & Paint Supplies,8.41,In Stock
142,"Late for the Sky University of Florida Gatoropoly Blue, Orange",Games & Accessories,19.99,In Stock
143,"Pocket Printer, Mini Thermal Printer,Inkless Bluetooth Printer for Photo Picture Office Receipt Label Note with iOS Android,1 Rolls Paper",Retail Store Fixtures & Equipment,26.99,In Stock
144,"Chemical Guys EQP403 ProBlow High Flow Professional Hand Held Dryer & Blower (Car Wash Dryer) for Cars, Trucks, SUVs, RVs, Yard, Garage, Home, Work and More",Car Care,99.99,In Stock
145,"Cry Babies Magic Tears Storyland - Story House Series | 10 Surprise Accessories, Doll | Kids Age 3+",Dolls & Accessories,14.99,Out of Stock
146,"Teardrop Women Earrings,s925 Sterling Silver Teardrop Birthstone Crushed Ice Birthstone Stud Earrings,Bridal Prom - Elegant Birthday Valentines Anniversary Wedding Mothers Day Jewelry Gifts for Women Girlfriend Her Wife",Girls' Jewelry,56.99,In Stock
147,200Pcs Self Adhesive Cookie Candy Bags Big Mouth Monster Bakery Decorating Bags Treat Bag Chocolate Gift Bags for Kids Party Favor Candies and Desserts (3.94 x 3.94 In),Gift Wrapping Supplies,9.99,In Stock
148,"American Girl WellieWishers Ready to be Royal Accessory Set for 14.5-Inch Dolls with an Iridescent Bag, A Gold Hand Mirror Dolls, A Gold Tiara Ages 4+",Dolls & Accessories,26,Out of Stock
149,"JAJADO Christmas Theme Silk Screen Stencils 10 Pcs, Xmas Winter Holiday Chalk Mesh Transfers Mesh Stencil Reusable Self-Adhesive Screen Printing Stencils for Wood, Fabric, Pillow, Wall DIY Home Decor",Printmaking Supplies,25.99,In Stock
150,Cotton Short Sleeve Hunting Tee,Men's Clothing,19.98,Out of Stock
151,Mini 2 Drone Flexible Flat Ribbon Cable Compatible with DJI Mavic Mini Flex Cable Repair Parts Replacement,Tablet Replacement Parts,15.99,In Stock
152,CHI 3-in-1 Heated Round Blowout Brush,Hair Care Products,83.87,In Stock
153,"Retro-Bit Retro Duo 2 in 1 Console System - for Original NES/SNES, & Super Nintendo Games - Black/Red",Legacy Systems,59.99,In Stock
154,"Bedside Caddy, 10 Pockets Hanging Bed Organizer for Hospital Beds, College Dorm Rooms or Baby Bed (Black)","Nursery Furniture, Bedding & Décor",17.99,In Stock
155,Boys' Batman and Friends Classic Long Sleeve Cotton 4 Piece Pajama,Boys' Clothing,14.1,In Stock
156,"Digital Alarm Clock,6"" Large LED Display with Dual USB Charger Ports | Auto Dimmer Mode | Easy Snooze Function, Modern Mirror Desk Wall Clock for Bedroom Home Office for All People (Gold)",Home Décor Products,24.59,In Stock
